hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
Resort Hotel - Pune,0,9,2024,October,43,26,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,Transient,88.2,0,1,Check-Out,22:53.3,Pune
Resort Hotel - Mumbai,1,5,2024,December,51,16,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,97,0,0,Canceled,50:10.5,Mumbai
Resort Hotel - Goa,0,0,2024,May,18,4,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,306,Transient,85.1,0,0,Check-Out,16:40.9,Goa
Resort Hotel - Lucknow,0,9,2024,July,31,31,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,Transient,89,0,0,Check-Out,07:30.5,Lucknow
Resort Hotel - Goa,0,2,2024,October,40,5,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,80.1,0,0,Check-Out,10:15.7,Goa
Resort Hotel - Delhi,0,2,2024,March,13,27,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,Transient,98,0,0,Check-Out,05:04.7,Delhi
Resort Hotel - Pune,0,9,2024,June,24,14,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,Transient,101,1,0,Check-Out,07:54.1,Pune
Resort Hotel - Goa,1,5,2024,June,26,26,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,97,0,0,Canceled,00:20.9,Goa
Resort Hotel - Chandigarh,0,2,2024,May,20,19,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,Transient,167,0,1,Check-Out,02:51.7,Chandigarh
Resort Hotel - Indore,0,44,2024,May,20,19,2,0,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,240,Transient,225,2,0,Check-Out,49:39.2,Indore
Resort Hotel - Goa,0,80,2024,June,26,26,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,Transient,97,1,0,Check-Out,24:46.0,Goa
Resort Hotel - Bangalore,0,97,2024,January,5,30,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,87.3,0,2,Check-Out,52:14.2,Bangalore
Resort Hotel - Chandigarh,0,109,2024,November,45,9,2,3,2,1,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,241,Transient,85.59,1,2,Check-Out,14:52.7,Chandigarh
Resort Hotel - Bhopal,0,30,2024,September,38,22,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,123,0,0,Check-Out,50:02.4,Bhopal
Resort Hotel - Pune,0,64,2024,December,52,25,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,107,0,0,Check-Out,26:36.3,Pune
Resort Hotel - Hyderabad,0,39,2024,December,49,3,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,Transient,163,0,0,Check-Out,53:06.0,Hyderabad
Resort Hotel - Mumbai,0,90,2024,September,39,29,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,82,0,0,Check-Out,34:14.1,Mumbai
Resort Hotel - Hyderabad,1,34,2024,December,49,7,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,Transient,163,0,0,Canceled,32:34.7,Hyderabad
Resort Hotel - Ahmedabad,1,93,2024,February,7,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,Transient,105.5,0,0,Canceled,56:53.2,Ahmedabad
Resort Hotel - Chandigarh,0,97,2024,February,5,3,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,Transient,164.2,1,1,Check-Out,39:31.3,Chandigarh
Resort Hotel - Chennai,0,29,2024,August,31,2,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,Transient,97.29,0,1,Check-Out,37:30.3,Chennai
Resort Hotel - Pune,1,101,2024,November,45,5,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,114,0,1,Canceled,05:34.9,Pune
Resort Hotel - Bangalore,0,27,2024,December,51,21,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,Transient,98.4,0,0,Check-Out,29:06.4,Bangalore
Resort Hotel - Delhi,0,8,2024,August,34,20,4,5,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,Transient,175,1,1,Check-Out,55:24.2,Delhi
Resort Hotel - Kochi,0,82,2024,July,30,22,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,Transient,63.6,1,2,Check-Out,32:50.9,Kochi
Resort Hotel - Delhi,0,94,2024,January,3,15,4,6,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,C,3,No Deposit,,Transient,124.45,1,1,Check-Out,06:33.4,Delhi
Resort Hotel - Lucknow,0,110,2024,February,5,4,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,Contract,110.7,0,0,Check-Out,54:13.6,Lucknow
Resort Hotel - Kochi,0,96,2024,January,1,4,4,10,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,Contract,74.07,0,0,Check-Out,43:47.5,Kochi
Resort Hotel - Chennai,0,79,2024,December,50,13,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,Contract,134.1,0,0,Check-Out,46:52.0,Chennai
Resort Hotel - Indore,0,115,2024,April,15,11,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,Transient,167,0,0,Check-Out,16:10.5,Indore
Resort Hotel - Bangalore,0,111,2024,July,27,3,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,Transient,123,0,2,Check-Out,48:40.4,Bangalore
Resort Hotel - Mumbai,0,51,2024,April,18,29,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,Transient,117.81,1,2,Check-Out,59:29.4,Mumbai
Resort Hotel - Kochi,0,94,2024,January,1,4,1,3,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96,Transient,171.32,0,1,Check-Out,25:32.8,Kochi
Resort Hotel - Hyderabad,0,81,2024,February,7,15,1,3,2,2,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,250,Transient,210,1,0,Check-Out,55:15.1,Hyderabad
Resort Hotel - Kolkata,0,84,2024,July,31,31,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240,Transient,97,0,2,Check-Out,54:18.1,Kolkata
Resort Hotel - Jaipur,0,51,2024,April,15,11,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,Transient,117.81,0,2,Check-Out,01:58.2,Jaipur
Resort Hotel - Kochi,0,111,2024,October,43,23,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240,Transient,0,0,2,Check-Out,25:45.2,Kochi
Resort Hotel - Goa,0,0,2024,October,40,5,0,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,H,0,No Deposit,250,Transient,0,0,0,Check-Out,49:53.0,Goa
Resort Hotel - Kochi,0,2,2024,October,41,9,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,Transient,131,0,0,Check-Out,09:58.9,Kochi
Resort Hotel - Chandigarh,0,7,2024,December,52,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,Transient,98,0,2,Check-Out,48:10.0,Chandigarh
Resort Hotel - Chennai,0,98,2024,November,46,11,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,Transient,87.3,1,1,Check-Out,44:39.0,Chennai
Resort Hotel - Kochi,0,95,2024,July,29,20,1,2,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,97,0,1,Check-Out,27:59.7,Kochi
Resort Hotel - Indore,1,48,2024,December,49,4,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,167,0,0,Canceled,05:32.1,Indore
Resort Hotel - Indore,0,66,2024,March,9,2,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,175,Transient,91.5,0,0,Check-Out,26:24.3,Indore
Resort Hotel - Indore,0,104,2024,February,6,10,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,Transient,73.8,0,1,Check-Out,47:35.3,Indore
Resort Hotel - Lucknow,0,28,2024,March,12,21,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,123,0,0,Check-Out,18:06.9,Lucknow
Resort Hotel - Jaipur,0,34,2024,October,40,1,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,Transient,175,1,0,Check-Out,35:16.4,Jaipur
Resort Hotel - Lucknow,0,98,2024,October,43,24,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,Transient,117.8,1,1,Check-Out,54:48.0,Lucknow
Resort Hotel - Kolkata,0,104,2024,March,12,19,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,Transient,117.63,0,0,Check-Out,37:49.0,Kolkata
Resort Hotel - Kochi,0,68,2024,February,7,17,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,Transient,185,0,0,Check-Out,55:34.0,Kochi
Resort Hotel - Delhi,1,86,2024,March,9,1,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,Transient,71,0,1,Canceled,18:00.6,Delhi
Resort Hotel - Jaipur,0,258,2024,February,8,22,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,Contract,47.25,0,0,Check-Out,27:57.8,Jaipur
Resort Hotel - Bangalore,0,111,2024,January,3,21,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,Transient,151,0,1,Check-Out,55:17.5,Bangalore
Resort Hotel - Chandigarh,1,94,2024,June,25,19,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,87.3,0,0,Canceled,59:18.9,Chandigarh
Resort Hotel - Hyderabad,0,112,2024,June,26,24,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242,Transient,120.6,0,1,Check-Out,35:15.2,Hyderabad
Resort Hotel - Hyderabad,0,100,2024,October,41,7,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,241,Transient,63.86,0,1,Check-Out,12:12.6,Hyderabad
Resort Hotel - Pune,0,33,2024,March,10,6,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,5,No Deposit,250,Transient,157.1,0,1,Check-Out,45:08.6,Pune
Resort Hotel - Lucknow,0,97,2024,April,15,14,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,Contract,91.37,0,2,Check-Out,07:08.3,Lucknow
Resort Hotel - Ahmedabad,0,80,2024,December,50,14,3,8,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,Transient,73,0,0,Check-Out,03:04.1,Ahmedabad
Resort Hotel - Kolkata,0,90,2024,February,7,13,4,10,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,Contract,110.7,0,0,Check-Out,24:37.2,Kolkata
Resort Hotel - Lucknow,0,111,2024,June,25,22,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,Contract,93.6,0,0,Check-Out,04:45.4,Lucknow
Resort Hotel - Chennai,0,65,2024,December,49,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,127,Transient,83.5,0,0,Check-Out,25:43.7,Chennai
Resort Hotel - Goa,1,67,2024,June,25,20,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,73.8,0,1,Canceled,00:40.6,Goa
Resort Hotel - Jaipur,0,55,2024,September,37,15,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,82,1,2,Check-Out,12:17.4,Jaipur
Resort Hotel - Chennai,0,21,2024,December,51,20,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,Transient,185.5,0,1,Check-Out,10:32.8,Chennai
Resort Hotel - Lucknow,0,8,2024,August,31,4,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Transient,0,0,1,Check-Out,08:08.2,Lucknow
Resort Hotel - Chandigarh,0,8,2024,July,27,3,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,Transient,0,0,1,Check-Out,32:11.9,Chandigarh
Resort Hotel - Kolkata,0,0,2024,September,37,12,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,109.8,0,3,Check-Out,51:00.6,Kolkata
Resort Hotel - Kolkata,0,0,2024,June,25,21,0,1,3,0,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,Transient,195,1,0,Check-Out,15:14.6,Kolkata
Resort Hotel - Bhopal,0,0,2024,August,33,18,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,109.8,0,3,Check-Out,10:12.2,Bhopal
Resort Hotel - Kolkata,0,8,2024,November,45,8,0,4,3,2,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,Transient,193,0,1,Check-Out,07:07.2,Kolkata
Resort Hotel - Chandigarh,0,66,2024,June,23,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,97,0,2,Check-Out,54:01.4,Chandigarh
Resort Hotel - Bhopal,0,88,2024,July,30,27,0,4,3,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,95,Transient,150,0,1,Check-Out,07:39.1,Bhopal
Resort Hotel - Bangalore,0,0,2024,July,28,8,0,4,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,2,No Deposit,,Transient,98,0,0,Check-Out,22:50.4,Bangalore
Resort Hotel - Kochi,1,43,2024,November,47,21,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,Transient,91.5,0,0,Canceled,38:16.7,Kochi
Resort Hotel - Jaipur,1,88,2024,August,34,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,139,0,2,Canceled,02:47.6,Jaipur
Resort Hotel - Indore,0,54,2024,March,9,3,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,Transient,79.5,0,0,Check-Out,59:43.1,Indore
Resort Hotel - Lucknow,1,292,2024,March,13,27,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,Contract,47.25,0,0,Canceled,46:28.3,Lucknow
Resort Hotel - Jaipur,0,112,2024,June,24,13,4,10,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,Contract,126.65,0,1,Check-Out,02:24.7,Jaipur
Resort Hotel - Kochi,0,68,2024,September,36,4,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,107,0,1,Check-Out,27:22.6,Kochi
Resort Hotel - Mumbai,0,7,2024,January,4,26,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,131,1,2,Check-Out,47:12.3,Mumbai
Resort Hotel - Kolkata,0,1,2024,June,22,1,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,131,1,1,Check-Out,59:09.8,Kolkata
Resort Hotel - Bhopal,1,113,2024,October,42,20,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,123,0,1,Canceled,33:39.3,Bhopal
Resort Hotel - Pune,0,5,2024,December,49,7,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,146,0,1,Check-Out,11:20.4,Pune
Resort Hotel - Ahmedabad,0,83,2024,June,23,5,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105,Transient,110.7,0,1,Check-Out,01:55.5,Ahmedabad
Resort Hotel - Lucknow,1,105,2024,June,26,24,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,73.8,0,1,Canceled,27:26.8,Lucknow
Resort Hotel - Ahmedabad,0,0,2024,March,11,11,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,Transient,61,0,0,Check-Out,24:37.3,Ahmedabad
Resort Hotel - Chandigarh,1,1,2024,August,32,11,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,104.72,0,1,Canceled,22:14.4,Chandigarh
Resort Hotel - Chandigarh,1,1,2024,September,38,18,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,104.72,0,1,Canceled,39:06.5,Chandigarh
Resort Hotel - Delhi,0,1,2024,October,41,13,0,2,2,0,0,BB,CHE,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,Transient,104.72,1,1,Check-Out,24:35.4,Delhi
Resort Hotel - Chandigarh,1,102,2024,October,40,4,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,9,Transient,66.42,0,1,Canceled,54:33.5,Chandigarh
Resort Hotel - Kochi,0,113,2024,April,14,5,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,Transient,77.96,1,1,Check-Out,20:37.9,Kochi
Resort Hotel - Chennai,1,280,2024,February,5,2,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,Contract,112,0,1,Canceled,43:20.2,Chennai
Resort Hotel - Chandigarh,0,96,2024,January,2,14,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,Transient,107,0,1,Check-Out,31:23.1,Chandigarh
Resort Hotel - Kolkata,0,394,2024,January,3,19,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,Contract,89.68,0,0,Check-Out,03:33.4,Kolkata
Resort Hotel - Jaipur,0,33,2024,April,16,16,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,155,0,0,Check-Out,17:01.8,Jaipur
Resort Hotel - Goa,0,82,2024,August,35,29,2,6,3,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250,Transient,112,0,1,Check-Out,28:12.2,Goa
Resort Hotel - Chandigarh,0,100,2024,October,42,20,2,7,3,0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,Transient-Party,130.1,0,3,Check-Out,35:55.5,Chandigarh
Resort Hotel - Mumbai,0,100,2024,January,5,30,2,7,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient-Party,100.1,0,2,Check-Out,20:55.2,Mumbai
Resort Hotel - Delhi,0,17,2024,November,48,29,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,Transient,123,0,3,Check-Out,20:09.4,Delhi
Resort Hotel - Pune,0,68,2024,April,14,7,0,2,3,0,0,BB,ARG,Direct,Direct,0,0,0,A,C,0,No Deposit,250,Transient,124,1,1,Check-Out,23:59.3,Pune
Resort Hotel - Mumbai,0,12,2024,November,46,15,0,2,2,2,0,BB,PRT,Direct,Direct,0,0,0,H,G,2,No Deposit,,Transient,146,1,0,Check-Out,46:00.2,Mumbai
Resort Hotel - Hyderabad,1,77,2024,November,46,16,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,Transient,97,0,0,Canceled,38:03.6,Hyderabad
Resort Hotel - Kolkata,1,24,2024,June,25,19,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,Transient,123,0,1,Canceled,47:22.8,Kolkata
Resort Hotel - Goa,1,44,2024,August,31,1,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,Transient,153,0,0,Canceled,52:23.6,Goa
Resort Hotel - Bangalore,0,78,2024,March,13,27,0,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,82,0,2,Check-Out,30:59.7,Bangalore
Resort Hotel - Chandigarh,1,17,2024,June,23,7,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,105.08,0,0,Canceled,33:33.4,Chandigarh
Resort Hotel - Chennai,1,103,2024,November,45,9,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,65.42,0,0,Canceled,52:00.3,Chennai
Resort Hotel - Bangalore,0,16,2024,September,36,3,1,3,1,0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,250,Transient,98,0,1,Check-Out,52:55.8,Bangalore
Resort Hotel - Bangalore,0,14,2024,November,45,6,2,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,Transient,75.46,1,1,Check-Out,30:43.4,Bangalore
Resort Hotel - Bangalore,0,77,2024,January,4,24,2,3,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,Transient,65.5,0,0,Check-Out,34:35.5,Bangalore
Resort Hotel - Chandigarh,0,90,2024,November,47,22,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,Transient,90.95,0,0,Check-Out,48:48.4,Chandigarh
Resort Hotel - Chandigarh,0,90,2024,May,20,17,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,Contract,93.6,0,0,Check-Out,40:02.1,Chandigarh
Resort Hotel - Mumbai,0,90,2024,June,23,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143,Contract,119.25,0,0,Check-Out,02:46.8,Mumbai
Resort Hotel - Bhopal,0,366,2024,November,47,24,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,Contract,134.73,0,0,Check-Out,36:24.8,Bhopal
Resort Hotel - Bangalore,0,249,2024,March,10,4,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,112,0,1,Check-Out,57:40.4,Bangalore
Resort Hotel - Lucknow,1,69,2024,January,3,18,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,118.13,0,2,Canceled,48:29.4,Lucknow
Resort Hotel - Chandigarh,0,10,2024,October,44,31,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250,Transient,131,0,0,Check-Out,55:33.5,Chandigarh
Resort Hotel - Hyderabad,0,22,2024,September,37,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,88.2,0,0,Check-Out,29:16.2,Hyderabad
Resort Hotel - Bhopal,0,91,2024,June,24,13,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,73.8,0,1,Check-Out,05:19.0,Bhopal
Resort Hotel - Bhopal,0,23,2024,April,14,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,98,0,0,Check-Out,52:40.3,Bhopal
Resort Hotel - Mumbai,0,11,2024,February,8,20,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,110.5,0,1,Check-Out,42:37.6,Mumbai
Resort Hotel - Kochi,0,3,2024,April,14,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,131,0,1,Check-Out,16:19.1,Kochi
Resort Hotel - Jaipur,0,13,2024,November,47,18,0,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,Transient,185,1,1,Check-Out,18:29.7,Jaipur
Resort Hotel - Goa,0,108,2024,September,39,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,Transient,87.3,0,2,Check-Out,35:35.7,Goa
Resort Hotel - Kolkata,0,91,2024,May,18,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,73.8,0,1,Check-Out,52:40.5,Kolkata
Resort Hotel - Jaipur,0,37,2024,September,39,24,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105,Transient,120,0,1,Check-Out,36:00.7,Jaipur
Resort Hotel - Chennai,0,21,2024,March,10,9,1,2,2,0,0,BB,AUS,Direct,Direct,0,0,0,A,C,0,No Deposit,250,Transient,98,0,1,Check-Out,05:17.4,Chennai
Resort Hotel - Pune,0,106,2024,March,13,25,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,96.3,0,2,Check-Out,07:48.4,Pune
Resort Hotel - Indore,0,30,2024,July,28,13,2,2,2,0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,Transient-Party,197,0,1,Check-Out,02:57.2,Indore
Resort Hotel - Delhi,0,30,2024,September,36,2,2,2,2,0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,Transient-Party,197,0,1,Check-Out,59:30.8,Delhi
Resort Hotel - Lucknow,1,51,2024,October,44,30,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,123,0,0,Canceled,50:55.8,Lucknow
Resort Hotel - Goa,0,79,2024,November,47,21,2,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,82,0,2,Check-Out,13:00.0,Goa
